link,identifier,title,creator,dc_creator,publisher,date,issued,description,subject,price,extent,materialType,alternative,edition,volumeTitle,seriesTitle,volume,seriesCreator,publicationName
032071674,"{'JPNO': ['23719259'], 'TOHANMARCNO': ['34329071'], 'NDLBibID': ['032071674'], 'ISBN': ['978-4-910785-04-2']}","[{'value': '子どもから障害児を「分けない教育」の戦後史 : インクルーシブ教育とは', 'transcription': 'コドモ カラ ショウガイジ オ ワケナイ キョウイク ノ センゴシ : インクルーシブ キョウイク トワ'}]","[{'name': '久米, 祐子, 1959-', 'transcription': 'クメ, ユウコ, 1959-'}]",[{'name': '久米祐子 著'}],"[{'name': '福岡県人権研究所', 'location': '福岡'}]",2022.3,2022,"['表現種別 : テキスト', '機器種別 : 機器不用', 'キャリア種別 : 冊子', '索引あり']","{'NDLSH': ['統合教育--日本--歴史--昭和後期'], 'NDLC': ['FG1'], 'NDC10': ['378']}",2000円,"['227,5p ; 26cm']",['図書'],,,,,,,
027600621,"{'JPNO': ['22806189'], 'TOHANMARCNO': ['33504397'], 'NDLBibID': ['027600621'], 'ISBN': ['978-4-263-23681-9']}","[{'value': '重症心身障害児〈者〉医療福祉の誕生 : その歴史と論点', 'transcription': 'ジュウショウ シンシン ショウガイジ シャ イリョウ フクシ ノ タンジョウ : ソノ レキシ ト ロンテン'}]","[{'name': '岡田, 喜篤', 'transcription': 'オカダ, キトク'}, {'name': '蒔田, 明嗣, 1961-', 'transcription': 'マキタ, アキツグ, 1961-'}]","[{'name': '岡田喜篤, 蒔田明嗣 著'}]","[{'name': '医歯薬出版', 'location': '東京'}]",2016.9,2016,['年表あり'],"{'NDLSH': ['障害児福祉--日本--歴史', '障害者福祉--日本--歴史', '医療社会事業--日本--歴史'], 'NDLC': ['EG57'], 'NDC9': ['369.49']}",2800円,['230p ; 22cm'],['図書'],,,,,,,
12769191,{'NDLJP': ['info:ndljp/pid/12769191']},[{'value': '「知的障害者」に向けた前期中等教育において職業生活準備教育が重視される背景 -歴史的観点からの考察-'}],"[{'name': '西脇, 啓太'}, {'name': 'Nishiwaki, Keita'}]","[{'name': '西脇, 啓太'}, {'name': 'Nishiwaki, Keita'}]",,2022,2022,"['収集根拠 : 博士論文（自動収集）', '資料形態 : テキストデータ', 'コレクション : 国立国会図書館デジタルコレクション > デジタル化資料 > 博士論文', '早大学位記番号:新9155']",,,,['博士論文'],"[{'value': ""Why is the viewpoint that emphasizes education for work life in Japan's lower secondary education for “people with intellectual disabilities”? -From a historical viewpoint-""}]",,,,,,
028117437,"{'JPNO': ['22888999'], 'TOHANMARCNO': ['33600388'], 'NDLBibID': ['028117437'], 'ISBN': ['978-4-253-10696-2']}","[{'value': '史群アル仙のメンタルチップス : 不安障害とADHDの歩き方', 'transcription': 'シムレ アルセン ノ メンタル チップス : フアン ショウガイ ト エーディーエイチディー ノ アルキカタ'}]","[{'name': '史群, アル仙, 1990-', 'transcription': 'シムレ, アルセン, 1990-'}]",[{'name': '史群アル仙 著'}],"[{'name': '秋田書店', 'location': '東京'}]",2017.5,2017,,"{'value': ['注意欠陥多動性障害', '不安障害'], 'NDLC': ['Y84'], 'NDC10': ['726.1']}",800円,['143p ; 21cm'],['図書'],,,,,,,
029620735,"{'JPNO': ['23226420'], 'NDLBibID': ['029620735'], 'ISBN': ['978-4-908877-23-0']}","[{'value': '障害児教育福祉の通史 : 名古屋の学校・施設の歩み', 'transcription': 'ショウガイジ キョウイク フクシ ノ ツウシ : ナゴヤ ノ ガッコウ ・ シセツ ノ アユミ'}]","[{'name': '小川, 英彦, 1957-', 'transcription': 'オガワ, ヒデヒコ, 1957-'}]",[{'name': '小川英彦 著'}],"[{'name': '三学出版', 'location': '大津'}]",2019.3,2019,"['年表あり', '文献あり']","{'NDLSH': ['障害児教育--名古屋市--歴史--近代'], 'NDLC': ['FG1'], 'NDC10': ['378.02155']}",2300円,"['11, 141p ; 21cm']",['図書'],,,,,,,
030487474,"{'JPNO': ['23418168'], 'TOHANMARCNO': ['34088273'], 'NDLBibID': ['030487474'], 'ISBN': ['978-4-7620-3013-0']}","[{'value': '障害教師論 : インクルーシブ教育と教師支援の新たな射程', 'transcription': 'ショウガイ キョウシロン : インクルーシブ キョウイク ト キョウシ シエン ノ アラタ ナ シャテイ'}]","[{'name': '中村, 雅也', 'transcription': 'ナカムラ, マサヤ'}]",[{'name': '中村雅也 著'}],"[{'name': '学文社', 'location': '東京'}]",2020.7,2020,['索引あり'],"{'NDLSH': ['教員--日本', '障害者--日本', '障害者雇用--日本'], 'NDLC': ['FC21'], 'NDC10': ['374.3']}",3600円,"['212,13p ; 22cm']",['図書'],,,,,,,
029190093,"{'JPNO': ['23119201'], 'NDLBibID': ['029190093'], 'ISBN': ['978-4-908877-22-3']}","[{'value': '障害児教育福祉の地域史 : 名古屋・愛知を対象に', 'transcription': 'ショウガイジ キョウイク フクシ ノ チイキシ : ナゴヤ ・ アイチ オ タイショウ ニ'}]","[{'name': '小川, 英彦, 1957-', 'transcription': 'オガワ, ヒデヒコ, 1957-'}]",[{'name': '小川英彦 著'}],"[{'name': '三学出版', 'location': '大津'}]",2018.8,2018,"['文献あり', '年表あり']","{'NDLSH': ['障害児教育--愛知県--歴史--近代', '障害児福祉--愛知県--歴史--近代'], 'NDLC': ['FG1'], 'NDC10': ['378.02155']}",2300円,"['12, 142p ; 21cm']",['図書'],,,,,,,
024340308,"{'JPNO': ['22228299'], 'TOHANMARCNO': ['32902838'], 'NDLBibID': ['024340308'], 'ISBN': ['978-4-7503-3804-0']}","[{'value': '通史日本の障害者 : 明治・大正・昭和', 'transcription': 'ツウシ ニホン ノ ショウガイシャ : メイジ タイショウ ショウワ'}]","[{'name': '山田, 明, 1947-', 'transcription': 'ヤマダ, アキラ, 1947-'}]",[{'name': '山田明 著'}],"[{'name': '明石書店', 'location': '東京'}]",2013.3,2013,,"{'NDLSH': ['障害者福祉--日本--歴史--明治以後'], 'NDLC': ['EG61'], 'NDC9': ['369.27']}",3800円,['243p ; 22cm'],['図書'],,,,,,,
023453372,"{'JPNO': ['22076270'], 'NSMARCNO': ['145487800'], 'NDLBibID': ['023453372'], 'ISBN': ['978-4-89774-546-6'], 'ErrorISBN': ['978-4-89774-542-8']}","[{'value': '総力戦体制と障害児保育論の形成 : 日本障害児保育史研究序説', 'transcription': 'ソウリョクセン タイセイ ト ショウガイジ ホイク ロン ノ ケイセイ : ニホン ショウガイジ ホイクシ ケンキュウ ジョセツ'}]","[{'name': '河合, 隆平, 1978-', 'transcription': 'カワイ, リュウヘイ, 1978-'}]",[{'name': '河合隆平 著'}],"[{'name': '緑蔭書房', 'location': '東京'}]",2012.2,2012,"['年表あり', 'ISBN（エラーコード） : 978-4-89774-542-8', '文献あり']","{'NDLSH': ['障害児保育--日本--歴史--昭和前期'], 'NDLC': ['FG1'], 'NDC9': ['378']}",7000円,['313p ; 22cm'],['図書'],,,,,,,
029912192,"{'JPNO': ['23280784'], 'NDLBibID': ['029912192']}","[{'value': '視覚障害当事者の運動の歴史 : 日本盲人会連合70年史', 'transcription': 'シカク ショウガイ トウジシャ ノ ウンドウ ノ レキシ : ニホン モウジンカイ レンゴウ 70ネンシ'}]","[{'name': '日本盲人会連合', 'transcription': 'ニホン モウジンカイ レンゴウ'}]",,"[{'name': '日本盲人会連合', 'location': '東京'}]",2018.12,2018,['文献あり'],"{'NDLSH': ['視覚障害者', '障害者福祉--日本'], 'NDLC': ['YU7', 'EG61'], 'NDC10': ['369.275']}",,['266p ; 30cm + CD-ROM 1枚 (12cm)'],['図書'],,,,,,,
027725433,"{'JPNO': ['22823323'], 'TOHANMARCNO': ['33530972'], 'NDLBibID': ['027725433'], 'ISBN': ['978-4-89240-229-6']}","[{'value': '輝くいのちの伴走者 : 障害福祉の先達との対話 : 浅野史郎対話集', 'transcription': 'カガヤク イノチ ノ バンソウシャ : ショウガイ フクシ ノ センダツ トノ タイワ : アサノ シロウ タイワシュウ'}]","[{'name': '浅野, 史郎, 1948-', 'transcription': 'アサノ, シロウ, 1948-'}]",[{'name': '浅野史郎 著'}],"[{'name': 'ぶどう社', 'location': '東京'}]",2016.11,2016,,"{'NDLSH': ['障害者福祉--日本'], 'NDLC': ['EG61'], 'NDC9': ['369.27']}",1500円,['208p ; 19cm'],['図書'],,,,,,,
032383209,"{'JPNO': ['23745619'], 'TOHANMARCNO': ['34388229'], 'NDLBibID': ['032383209'], 'ISBN': ['978-4-7503-5471-2']}","[{'value': 'イタリアのフルインクルーシブ教育 : 障害児の学校を無くした教育の歴史・課題・理念', 'transcription': 'イタリア ノ フル インクルーシブ キョウイク : ショウガイジ ノ ガッコウ オ ナクシタ キョウイク ノ レキシ カダイ リネン'}]","[{'name': 'Mura, Antonello'}, {'name': '大内, 進, 1949-', 'transcription': 'オオウチ, ススム, 1949-'}, {'name': '大内, 紀彦, 1976-', 'transcription': 'オオウチ, トシヒコ, 1976-'}]","[{'name': 'アントネッロ・ムーラ 著'}, {'name': '大内進 監修'}, {'name': '大内紀彦 訳'}]","[{'name': '明石書店', 'location': '東京'}]",2022.9,2022,"['表現種別 : テキスト', '機器種別 : 機器不用', 'キャリア種別 : 冊子', '原タイトル: Pedagogia Speciale', '文献あり']","{'NDLSH': ['統合教育--イタリア--歴史'], 'NDLC': ['FG1'], 'NDC10': ['378.0237']}",2700円,['303p ; 19cm'],['図書'],[{'value': 'Pedagogia Speciale'}],,,,,,
11711245,{'NDLJP': ['info:ndljp/pid/11711245']},[{'value': '近代日本における災害救済と障害・疾病等を有する子どもの特別教育史研究 : 濃尾震災（1891年）を中心として'}],,"[{'name': '能田, 昴'}]",,2020-03-17,2020-03-17,"['収集根拠 : 博士論文（自動収集）', '資料形態 : テキストデータ', 'コレクション : 国立国会図書館デジタルコレクション > デジタル化資料 > 博士論文']",,,,,[{'value': 'キンダイ ニホン ニオケル サイガイ キュウサイ ト ショウガイ シッペイ トウ オ ユウスル コドモ ノ トクベツ キョウイクシ ケンキュウ ノウビ シンサイ 1891ネン オ チュウシン トシテ'}],,,,,,
029565285,"{'BRNO': ['10347124'], 'NDLBibID': ['029565285']}","[{'value': '障害者教育史 社会問題としてたどる外国と日本の通史', 'transcription': 'ショウガイシャ キョウイクシ : シャカイ モンダイ ト シテ タドル ガイコク ト ニホン ノ ツウシ'}]","[{'name': '津曲, 裕次, 1936-', 'transcription': 'ツマガリ, ユウジ, 1936-'}]",[{'name': '津曲裕次 [ほか]編著'}],"[{'name': '国立国会図書館 ', 'description': '手製', 'location': '東京'}]",2019,2019,"['資料種別 : [電子資料]', '資料形態 : DAISY 音声DAISY', 'コレクション : 国立国会図書館製作資料（障害者向け資料）', '電子的内容 : 録音データ', 'システム要件 : DAISY ver.2.02', 'テープから製作した簡易なDAISY', '収録時間: 26時間49分', '音声DAISY', '原本: 川島書店 1985', 'ISBN: 4-7610-0319-7']",{'NDC10': ['378']},,['CD-ROM 1枚'],"['電子資料', 'DVD・CD']",,,,,,,
028009223,"{'JPNO': ['22861771'], 'NDLBibID': ['028009223']}","[{'value': '発達障害の臨床', 'transcription': 'ハッタツ ショウガイ ノ リンショウ'}]",,"[{'name': '佐々木正美 総監修'}, {'name': '田中康雄 監修・解説'}]","[{'name': '中島映像教材出版', 'location': '新潟'}]",[2011],2011,"['資料種別 : [映像資料]', 'システム要件 : カラー, ワイド']",{'NDLC': ['YL321']},20000円,['ビデオディスク 1枚 (43分) : DVD'],"['映像資料', 'DVD']",,,,,['第1巻 (発達障害の概念/理論)'],,
023565208,"{'JPNO': ['22095022'], 'TOHANMARCNO': ['32748306'], 'NDLBibID': ['023565208'], 'ISBN': ['978-4-7599-1868-7']}","[{'value': '聴覚障害教育の歴史と展望', 'transcription': 'チョウカク ショウガイ キョウイク ノ レキシ ト テンボウ'}]","[{'name': 'ろう教育科学会', 'transcription': 'ロウ キョウイク カガッカイ'}]",[{'name': 'ろう教育科学会 編'}],"[{'name': '風間書房', 'location': '東京'}]",2012.3,2012,['索引あり'],"{'NDLSH': ['聴覚・言語障害教育--歴史'], 'NDLC': ['FG4'], 'NDC9': ['378.2']}",8500円,['503p ; 22cm'],['図書'],,,,,,,
028341958,"{'JPNO': ['22934228'], 'TOHANMARCNO': ['33633830'], 'NDLBibID': ['028341958'], 'ISBN': ['978-4-86371-429-8']}","[{'value': '全国情緒障害教育研究会からみた自閉症教育のあゆみと今後の展望', 'transcription': 'ゼンコク ジョウチョ ショウガイ キョウイク ケンキュウカイ カラ ミタ ジヘイショウ キョウイク ノ アユミ ト コンゴ ノ テンボウ'}]","[{'name': '全国情緒障害教育研究会', 'transcription': 'ゼンコク ジョウチョ ショウガイ キョウイク ケンキュウカイ'}, {'name': '砥抦, 敬三', 'transcription': 'トツカ, ケイゾウ'}, {'name': '中村, 雅子, 1953-', 'transcription': 'ナカムラ, マサコ, 1953-'}]",[{'name': '全国情緒障害教育研究会 編著'}],"[{'name': 'ジアース教育新社', 'location': '東京'}]",2017.7,2017,,"{'NDLSH': ['自閉症', '障害児教育--日本--歴史'], 'NDLC': ['FG6'], 'NDC10': ['378.8']}",2000円,['175p ; 26cm'],['図書'],"[{'value': '50年の歴史を振り返って', 'transcription': 'ゴジュウネン ノ レキシ オ フリカエッテ'}]",,,,['[2017]'],,
028496116,"{'JPNO': ['22955867'], 'TOHANMARCNO': ['33661489'], 'NDLBibID': ['028496116'], 'ISBN': ['978-4-535-98457-8']}","[{'value': '現場から考える精神療法 : うつ、統合失調症、そして発達障害', 'transcription': 'ゲンバ カラ カンガエル セイシン リョウホウ : ウツ トウゴウ シッチョウショウ ソシテ ハッタツ ショウガイ'}]","[{'name': '村上, 伸治', 'transcription': 'ムラカミ, シンジ'}]",[{'name': '村上伸治 著'}],"[{'name': '日本評論社', 'location': '東京'}]",2017.9,2017,,"{'NDLSH': ['精神療法'], 'NDLC': ['SC381'], 'NDC10': ['493.72']}",2500円,['217p ; 21cm'],['図書'],,,,,,,
12319672,{'NDLJP': ['info:ndljp/pid/12319672']},[{'value': '少年行刑の歴史からみる知的障害者福祉の萌芽－浦和監獄川越分監における処遇に着目して'}],"[{'name': '末松, 惠'}]","[{'name': '末松, 惠'}]",,2019-03-20,2019-03-20,"['収集根拠 : 博士論文（自動収集）', '資料形態 : テキストデータ', 'コレクション : 国立国会図書館デジタルコレクション > デジタル化資料 > 博士論文', '2018年度']",,,,['博士論文'],,,,,,,
029646605,"{'NDLBibID': ['029646605'], 'KAKENHINO': ['16H03811']}","[{'value': '戦後における重度重複障害児教育実践の創成に関する歴史研究とアーカイブ化', 'transcription': 'センゴ ニ オケル ジュウド チョウフク ショウガイジ キョウイク ジッセン ノ ソウセイ ニ カンスル レキシ ケンキュウ ト アーカイブカ'}]","[{'name': '越野, 和之, 1964-', 'transcription': 'コシノ, カズユキ, 1964-'}, {'name': '奈良教育大学', 'transcription': 'ナラ キョウイク ダイガク'}]","[{'name': '越野和之, 奈良教育大学 [著]'}]",[{'name': '[越野和之]'}],"2016-2019, 2019.3","2016, 2019",['文部科学省科学研究費補助金研究成果報告書'],"{'value': ['理念・思想・歴史 / 映像記録の収集と分析 / びわこ学園 / 奈良県立七条養護学校 / 国立療養所西奈良病院バンビ病棟 / 京都府立桃山養護学校 / 新宿区立鶴町小学校・牛込第二中学校ひまわり学級 / 重度重複障害教育 / 病弱教育 / 筋ジストロフィー児教育 / 『夜明け前の子どもたち』(1968) / 国立療養所西多賀病院ベッドスクール / 『ぼくの中の夜と朝』(1971) / 東京都立光明養護学校 / 『愛と力』(1968) / 東京都立小平養護学校 / 『ともだち』(1971)'], 'NDLC': ['Y151']}",,['260p'],['図書'],[{'value': '研究種目 基盤研究(B)'}],,,,,,
024526831,"{'JPNO': ['22270842'], 'NDLBibID': ['024526831'], 'ISSN': ['1882-6539']}","[{'value': '障害学国際セミナー', 'transcription': 'ショウガイガク コクサイ セミナー'}]","[{'name': '川端, 美季, 1980-', 'transcription': 'カワバタ, ミキ, 1980-'}, {'name': '吉田, 幸恵', 'transcription': 'ヨシダ, サチエ'}, {'name': '李, 旭', 'transcription': 'イ, ウク'}]","[{'name': '川端美季, 吉田幸恵, 李旭 編'}]","[{'name': '立命館大学生存学研究センター', 'location': '[京都]'}]",2013.3,2013,"['ハングル併載', 'タイトル関連情報: 日本と韓国における障害と病をめぐる議論', '文献あり']","{'NDLSH': ['障害者'], 'NDLC': ['EG61'], 'NDC9': ['369.27']}",,['340p ; 21cm'],['図書'],,,,"[{'value': '生存学研究センター報告 ; 20', 'transcription': 'セイゾンガク ケンキュウ センター ホウコク ; 20'}]",['2012'],,
030314889,"{'JPNO': ['23358326'], 'NDLBibID': ['030314889'], 'RIS502': ['DV-231']}","[{'value': '精神障害者の地域生活支援の枠組み', 'transcription': 'セイシン ショウガイシャ ノ チイキ セイカツ シエン ノ ワクグミ'}]",,[{'name': '神郡博 監修・指導'}],"[{'name': 'ビデオ・パック・ニッポン', 'location': '[東京]'}]",c2009,2009,"['監修・指導:神郡博 制作・著作:ビデオ・パック・ニッポン', '資料種別 : [映像資料]', 'システム要件 : カラー, ステレオ, スタンダード']",{'NDLC': ['YL321']},28000円,['ビデオディスク 1枚 (13分) : DVD'],"['映像資料', 'DVD']",,,,[{'value': '精神障害者の地域生活支援'}],,,
